Koordinatensystem : Lambert konform konisch
Rechtswert        : 3786500 Meter
Hochwert          : 2716500 Meter
Hoehenlage        : 43 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : extremer Winter
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
3786500 2716500  2  5 13  10.5 1017 241  6.7 8  5.9  74    0   44 354 -347  0
3786500 2716500  2  5 14  10.6 1017 235  7.1 8  6.0  76    0   52 353 -348  0
3786500 2716500  2  5 15  10.5 1017 231  7.0 7  5.9  75    0   42 347 -348  0
3786500 2716500  2  5 16  10.6 1016 235  6.7 7  5.9  74    0   24 341 -348  0
3786500 2716500  2  5 17  10.5 1017 228  6.3 8  5.9  74    0    8 347 -349  0
3786500 2716500  2  5 18  10.7 1017 229  6.4 7  5.8  74    0    0 347 -349  0
3786500 2716500  2  5 19  10.7 1017 228  6.1 8  5.9  73    0    0 347 -349  0
3786500 2716500  2  5 20  10.9 1017 234  5.9 8  5.9  74    0    0 353 -349  0
3786500 2716500  2  5 21  10.9 1017 234  6.5 7  5.9  74    0    0 347 -349  0
3786500 2716500  2  5 22  10.7 1017 232  6.1 7  6.0  75    0    0 341 -349  0
3786500 2716500  2  5 23  10.9 1017 231  6.3 7  6.2  77    0    0 340 -350  0
3786500 2716500  2  5 24  10.9 1017 233  6.0 7  6.2  76    0    0 341 -350  0
3786500 2716500  2  6  1  10.9 1017 240  6.4 7  6.1  76    0    0 341 -351  0
3786500 2716500  2  6  2  11.2 1018 233  6.6 7  6.1  74    0    0 341 -352  0
3786500 2716500  2  6  3  10.9 1018 231  6.6 6  6.1  74    0    0 334 -352  0
3786500 2716500  2  6  4  11.0 1018 242  6.8 6  6.0  74    0    0 326 -353  0
3786500 2716500  2  6  5  10.7 1018 235  5.8 7  5.9  73    0    0 332 -353  0
3786500 2716500  2  6  6  10.6 1018 247  5.6 7  5.9  74    0    0 338 -353  0
3786500 2716500  2  6  7  10.4 1018 238  5.1 7  5.8  74    0    0 338 -353  0
3786500 2716500  2  6  8  10.3 1019 236  5.0 8  5.7  73    0    0 344 -353  0
3786500 2716500  2  6  9  10.1 1019 232  4.6 8  5.6  73    8   20 351 -353  0
3786500 2716500  2  6 10  10.1 1019 231  5.7 6  5.5  72   16   62 337 -353  0
3786500 2716500  2  6 11  10.1 1020 229  6.1 7  5.5  72    0   62 329 -353  0
3786500 2716500  2  6 12  10.2 1020 240  5.6 8  5.4  70    0   55 345 -353  0
3786500 2716500  2  6 13  10.1 1020 223  5.3 8  5.3  69    0   62 352 -355  0
3786500 2716500  2  6 14  10.2 1020 225  6.3 7  5.2  68    5  109 344 -357  0
3786500 2716500  2  6 15  10.0 1020 220  5.5 7  5.1  66    8   94 337 -359  0
3786500 2716500  2  6 16   9.6 1019 227  5.7 7  5.0  66    2   62 335 -360  0
3786500 2716500  2  6 17   9.3 1019 218  5.2 7  4.9  67   35   15 334 -356  0
3786500 2716500  2  6 18   8.8 1019 217  5.3 7  4.9  68    0    0 332 -349  0
3786500 2716500  2  6 19   8.7 1019 215  4.8 8  4.8  69    0    0 336 -344  0
3786500 2716500  2  6 20   8.4 1020 212  4.4 8  4.8  70    0    0 340 -341  0
3786500 2716500  2  6 21   8.3 1020 207  4.6 8  4.8  70    0    0 339 -339  0
3786500 2716500  2  6 22   8.1 1020 202  4.5 8  4.7  71    0    0 336 -337  0
3786500 2716500  2  6 23   8.2 1019 183  4.1 8  4.7  71    0    0 334 -334  0
3786500 2716500  2  6 24   8.0 1019 185  3.8 8  4.7  71    0    0 332 -330  0
3786500 2716500  2  7  1   8.2 1019 191  3.8 7  4.7  71    0    0 323 -326  0
3786500 2716500  2  7  2   7.8 1019 189  3.8 7  4.7  71    0    0 313 -325  0
3786500 2716500  2  7  3   7.8 1019 188  4.2 6  4.7  71    0    0 304 -323  0
3786500 2716500  2  7  4   7.7 1019 175  4.1 7  4.6  71    0    0 301 -321  0
3786500 2716500  2  7  5   7.6 1019 178  4.1 7  4.5  70    0    0 302 -320  0
3786500 2716500  2  7  6   7.4 1018 177  3.9 7  4.5  70    0    0 299 -319  0
3786500 2716500  2  7  7   6.9 1018 170  4.0 7  4.4  71    0    0 296 -318  0
3786500 2716500  2  7  8   6.6 1017 169  3.1 7  4.4  72    0    0 293 -318  0
3786500 2716500  2  7  9   6.1 1017 153  3.5 6  4.3  73    9   29 286 -317  0
3786500 2716500  2  7 10   6.3 1017 152  4.7 2  4.2  71   81   70 260 -318  0
3786500 2716500  2  7 11   7.5 1016 152  5.2 1  4.2  68  173   89 237 -323  0
3786500 2716500  2  7 12   9.0 1015 150  4.2 1  4.2  63  244   94 235 -332  0
3786500 2716500  2  7 13  10.2 1014 154  4.0 2  4.2  56  261  102 242 -341  0
3786500 2716500  2  7 14  11.9 1013 169  3.7 3  4.1  50  290   75 256 -349  0
3786500 2716500  2  7 15  14.2 1011 193  4.8 3  3.8  41  230   73 268 -354  0
3786500 2716500  2  7 16  14.6 1010 209  5.5 3  3.1  30  126   69 272 -355  0
3786500 2716500  2  7 17  13.3 1010 231  4.6 3  2.8  28   35   37 272 -351  0
3786500 2716500  2  7 18  11.0 1010 222  4.3 5  2.9  34    0    0 280 -345  0
3786500 2716500  2  7 19  11.5 1010 229  3.6 5  3.1  37    0    0 290 -341  0
3786500 2716500  2  7 20  11.1 1011 221  4.9 6  3.5  42    0    0 300 -340  0
3786500 2716500  2  7 21  11.3 1011 217  5.1 7  4.1  49    0    0 315 -342  0
3786500 2716500  2  7 22  11.2 1011 218  3.3 8  4.7  56    0    0 329 -343  0
3786500 2716500  2  7 23  10.9 1011 231  3.8 8  5.1  62    0    0 336 -343  0
3786500 2716500  2  7 24  10.5 1012 239  3.5 8  5.5  68    0    0 337 -344  0
3786500 2716500  2  8  1   9.2 1012 303  3.4 7  5.1  67    0    0 329 -345  0
3786500 2716500  2  8  2   8.6 1013 293  1.9 7  4.7  66    0    0 318 -345  0
3786500 2716500  2  8  3   7.6 1013 270  1.3 7  4.8  71    0    0 316 -345  0
3786500 2716500  2  8  4   7.3 1014 275  2.0 7  4.7  74    0    0 313 -345  0
3786500 2716500  2  8  5   6.5 1014 261  2.3 7  4.6  75    0    0 311 -345  0
3786500 2716500  2  8  6   5.8 1015 267  2.9 6  4.5  76    0    0 302 -344  0
3786500 2716500  2  8  7   5.1 1015 284  2.3 4  4.3  78    0    0 282 -344  0
3786500 2716500  2  8  8   3.3 1016 292  1.8 2  4.2  82    0    0 254 -343  0
3786500 2716500  2  8  9   3.2 1017 243  2.3 1  4.1  86   14   29 235 -342  0
3786500 2716500  2  8 10   6.1 1018 238  2.4 1  4.2  81   98   64 234 -342  0
3786500 2716500  2  8 11   7.3 1019 202  2.5 1  4.4  73  192   80 241 -345  0
3786500 2716500  2  8 12   8.2 1019  69  2.7 1  4.5  69  272   79 243 -349  0
3786500 2716500  2  8 13   8.7 1019 300  3.6 1  4.4  64  321   68 245 -353  0
3786500 2716500  2  8 14   9.4 1020 294  3.4 0  4.1  58  312   64 239 -356  0
3786500 2716500  2  8 15   9.8 1019 277  3.5 0  3.9  53  245   69 233 -358  0
3786500 2716500  2  8 16   9.6 1019 277  3.0 1  3.8  51  123   70 236 -357  0
3786500 2716500  2  8 17   8.9 1019 290  2.0 1  3.7  51   25   38 242 -353  0
3786500 2716500  2  8 18   5.6 1020 335  0.8 2  3.6  58    0    1 241 -350  0
3786500 2716500  2  8 19   5.0 1020  47  1.0 1  3.7  67    0    0 234 -347  0
3786500 2716500  2  8 20   4.6 1020 107  1.2 0  3.7  69    0    0 221 -346  0
3786500 2716500  2  8 21   2.8 1020  99  0.6 0  3.6  72    0    0 212 -344  0
3786500 2716500  2  8 22   1.2 1020  99  0.9 0  3.4  78    0    0 206 -344  0
3786500 2716500  2  8 23   1.7 1020  93  0.9 0  3.4  81    0    0 202 -343  0
3786500 2716500  2  8 24   1.5 1020  97  1.2 1  3.4  81    0    0 209 -343  0
3786500 2716500  2  9  1   1.1 1020  84  1.4 1  3.4  82    0    0 214 -343  0
3786500 2716500  2  9  2   0.2 1020 103  1.5 0  3.3  83    0    0 207 -343  0
3786500 2716500  2  9  3   0.2 1020  91  1.0 0  3.2  83    0    0 199 -342  0
3786500 2716500  2  9  4  -1.0 1020 106  1.2 0  3.1  85    0    0 197 -342  0
3786500 2716500  2  9  5   0.6 1019 120  1.6 0  3.2  85    0    0 197 -341  0
3786500 2716500  2  9  6   1.6 1019 127  1.6 0  3.3  81    0    0 200 -338  0
3786500 2716500  2  9  7   2.3 1019 141  1.9 1  3.3  76    0    0 206 -335  0
3786500 2716500  2  9  8   1.6 1019 126  1.8 1  3.2  73    0    0 210 -333  0
3786500 2716500  2  9  9   2.3 1019 134  1.7 2  3.2  73    9   32 214 -331  0
3786500 2716500  2  9 10   3.7 1020 133  1.7 2  3.4  73   74   83 221 -332  0
3786500 2716500  2  9 11   5.2 1020 132  3.3 4  3.6  70  122  128 236 -337  0
3786500 2716500  2  9 12   7.0 1019 123  3.0 5  3.8  65  177  147 257 -345  0
3786500 2716500  2  9 13   8.9 1019 134  3.4 3  4.0  61  222  144 256 -352  0
3786500 2716500  2  9 14   9.6 1018 133  3.5 4  3.9  54  219  135 255 -357  0
3786500 2716500  2  9 15  10.3 1018 146  3.2 5  3.5  46  182  116 265 -360  0
3786500 2716500  2  9 16  10.6 1017 135  3.0 5  3.1  39  131   87 269 -360  0
3786500 2716500  2  9 17   9.8 1017 125  2.9 5  2.8  37   37   46 267 -357  0
3786500 2716500  2  9 18   8.5 1017 125  2.6 6  2.8  39    0    4 269 -351  0
3786500 2716500  2  9 19   8.0 1017 123  3.2 6  2.8  42    0    0 271 -345  0
3786500 2716500  2  9 20   7.9 1016 134  3.6 6  2.9  44    0    0 270 -341  0
3786500 2716500  2  9 21   7.5 1017 132  3.4 7  3.0  47    0    0 273 -338  0
3786500 2716500  2  9 22   7.4 1016 130  3.4 7  3.3  51    0    0 276 -335  0
3786500 2716500  2  9 23   7.1 1016 131  3.5 6  3.5  55    0    0 275 -333  0
3786500 2716500  2  9 24   6.8 1016 133  3.2 6  3.6  59    0    0 272 -330  0
3786500 2716500  2 10  1   6.7 1016 131  2.5 8  3.8  63    0    0 278 -328  0
3786500 2716500  2 10  2   6.1 1016 129  3.6 8  4.0  67    0    0 285 -326  0
3786500 2716500  2 10  3   6.3 1015 128  3.3 8  4.1  70    0    0 287 -324  0
3786500 2716500  2 10  4   6.3 1015 135  3.2 7  4.2  71    0    0 287 -324  0
3786500 2716500  2 10  5   6.2 1014 143  3.0 7  4.2  72    0    0 286 -325  0
3786500 2716500  2 10  6   6.1 1014 142  2.8 8  4.3  73    0    0 291 -326  0
3786500 2716500  2 10  7   6.0 1014 142  3.0 8  4.2  73    0    0 295 -327  0
3786500 2716500  2 10  8   5.5 1014 146  3.0 8  4.3  75    0    0 295 -327  0
3786500 2716500  2 10  9   5.6 1014 145  2.8 7  4.3  76    0   30 294 -327  0
3786500 2716500  2 10 10   5.8 1014 154  2.7 7  4.2  75    8   98 291 -330  0
3786500 2716500  2 10 11   6.4 1014 158  2.6 7  4.2  73    5  127 290 -336  0
3786500 2716500  2 10 12   7.2 1014 141  2.9 8  4.3  71    0   87 294 -345  0
3786500 2716500  2 10 13   7.3 1014 155  2.3 8  4.5  71    0   59 298 -354  0
3786500 2716500  2 10 14   8.7 1013 170  2.4 8  4.8  72    0   94 301 -361  0
3786500 2716500  2 10 15   9.2 1012 191  3.2 7  5.0  70   17  167 303 -364  0
3786500 2716500  2 10 16   9.7 1012 177  2.9 7  5.1  69   15  114 303 -364  0
3786500 2716500  2 10 17   8.5 1011 176  3.2 7  5.3  73    0   25 304 -360  0
3786500 2716500  2 10 18   8.1 1011 170  3.0 8  5.5  81    0    1 308 -355  0
3786500 2716500  2 10 19   8.2 1010 163  2.6 8  5.8  86    0    0 312 -350  0
3786500 2716500  2 10 20   7.9 1009 178  3.8 8  6.0  89    0    0 314 -348  0
3786500 2716500  2 10 21   8.0 1009 182  3.9 8  6.1  92    0    0 317 -346  0
3786500 2716500  2 10 22   9.4 1009 204  3.1 8  6.4  91    0    0 323 -346  0
3786500 2716500  2 10 23   9.7 1008 211  4.6 8  6.8  91    0    0 328 -345  0
3786500 2716500  2 10 24  10.1 1008 217  4.8 8  6.9  91    0    0 330 -345  0
3786500 2716500  2 11  1  10.5 1007 229  5.0 8  7.0  89    0    0 332 -344  0
3786500 2716500  2 11  2  10.5 1007 235  4.5 8  7.0  88    0    0 332 -344  0
3786500 2716500  2 11  3  10.5 1007 243  4.3 8  7.1  89    0    0 332 -344  0
3786500 2716500  2 11  4  10.5 1007 246  3.5 8  7.1  90    0    0 333 -345  0
3786500 2716500  2 11  5  10.1 1006 243  3.1 8  7.1  91    0    0 334 -345  0
3786500 2716500  2 11  6  10.1 1006 258  3.1 8  7.2  92    0    0 333 -345  0
3786500 2716500  2 11  7  10.2 1006 271  3.0 7  7.2  92    0    0 329 -346  0
3786500 2716500  2 11  8   9.8 1006 285  3.3 7  6.9  89    0    0 323 -346  0
3786500 2716500  2 11  9   9.7 1006 276  2.9 8  6.5  86    0    5 326 -346  0
3786500 2716500  2 11 10   9.7 1006 284  3.2 8  6.4  84    0   30 331 -346  0
3786500 2716500  2 11 11  10.0 1007 279  3.7 8  6.4  83    0   43 332 -347  0
3786500 2716500  2 11 12  10.4 1007 283  2.9 7  6.5  83    0   65 328 -349  0
3786500 2716500  2 11 13  10.6 1007 288  3.3 7  6.7  84    0   56 324 -351  0
3786500 2716500  2 11 14  10.5 1007 288  3.0 8  6.6  82    0   61 330 -353  0
3786500 2716500  2 11 15  10.7 1007 288  3.0 8  6.4  80    0   66 335 -357  0
3786500 2716500  2 11 16  10.3 1008 276  3.0 8  6.5  82    0   50 336 -360  0
3786500 2716500  2 11 17   9.7 1008 276  2.1 8  6.7  87    0   27 336 -361  0
3786500 2716500  2 11 18   9.5 1008 273  2.2 8  6.7  90    0    1 335 -358  0
3786500 2716500  2 11 19   9.4 1008 269  1.8 8  6.8  91    0    0 335 -354  0
3786500 2716500  2 11 20   9.3 1008 281  2.0 8  6.8  92    0    0 334 -350  0
3786500 2716500  2 11 21   9.2 1009 319  2.3 8  6.8  93    0    0 334 -346  0
3786500 2716500  2 11 22   8.9 1009  18  2.2 8  6.7  93    0    0 335 -344  0
3786500 2716500  2 11 23   8.5 1009  30  2.2 8  6.6  93    0    0 336 -342  0
3786500 2716500  2 11 24   6.7 1010  58  2.9 8  6.0  92    0    0 333 -340  0
3786500 2716500  2 12  1   6.0 1010  69  3.6 8  5.3  88    0    0 327 -338  0
3786500 2716500  2 12  2   5.7 1010  76  3.0 8  5.1  88    0    0 322 -336  0
3786500 2716500  2 12  3   5.8 1011  78  3.6 7  5.0  88    0    0 314 -335  0
3786500 2716500  2 12  4   5.7 1011  84  3.7 7  5.0  88    0    0 307 -333  0
3786500 2716500  2 12  5   5.4 1010  82  3.6 7  5.1  89    0    0 307 -331  0
3786500 2716500  2 12  6   5.3 1010  76  2.9 7  5.1  91    0    0 306 -329  0
3786500 2716500  2 12  7   5.6 1010  84  3.2 8  5.1  91    0    0 312 -327  0
3786500 2716500  2 12  8   5.9 1009  79  3.0 8  5.3  92    0    0 317 -325  0
3786500 2716500  2 12  9   5.1 1009  30  3.5 8  5.2  92    0   16 315 -324  0
3786500 2716500  2 12 10   6.5 1010 110  3.1 7  5.3  93    0   30 310 -326  0
3786500 2716500  2 12 11   6.5 1010 116  3.9 6  5.5  92    0   53 300 -332  0
3786500 2716500  2 12 12   7.0 1010 118  4.2 7  5.5  90    0  102 298 -340  0
3786500 2716500  2 12 13   7.8 1009 125  4.1 7  5.7  88    0  104 303 -348  0
3786500 2716500  2 12 14   7.8 1009 126  5.3 7  5.7  86    6  163 304 -355  0
3786500 2716500  2 12 15   8.1 1008 136  4.7 5  5.6  84   61  201 292 -358  0
3786500 2716500  2 12 16   7.8 1008 136  5.9 4  5.5  83   45  140 276 -358  0
3786500 2716500  2 12 17   7.6 1007 131  6.0 6  5.4  82    9   54 281 -354  0
3786500 2716500  2 12 18   7.3 1007 132  5.1 7  5.3  83    0    8 299 -347  0
3786500 2716500  2 12 19   7.2 1007 133  4.1 8  5.3  83    0    0 310 -341  0
3786500 2716500  2 12 20   7.5 1007 144  3.9 8  5.4  84    0    0 318 -337  0
3786500 2716500  2 12 21   7.1 1008 152  3.0 8  5.6  87    0    0 317 -334  0
3786500 2716500  2 12 22   7.3 1008 147  2.2 8  5.7  90    0    0 317 -332  0
3786500 2716500  2 12 23   7.2 1008 147  2.0 8  5.8  91    0    0 319 -333  0
3786500 2716500  2 12 24   7.4 1008 157  2.1 8  5.8  91    0    0 320 -335  0
3786500 2716500  2 13  1   7.6 1008 191  2.1 8  5.9  91    0    0 323 -337  0
3786500 2716500  2 13  2   7.2 1008 188  1.8 7  5.8  90    0    0 319 -337  0
3786500 2716500  2 13  3   7.1 1008 220  2.8 7  5.7  89    0    0 314 -338  0
3786500 2716500  2 13  4   7.0 1008 232  2.0 7  5.5  88    0    0 313 -339  0
3786500 2716500  2 13  5   5.0 1008 231  1.6 6  5.2  88    0    0 304 -339  0
3786500 2716500  2 13  6   4.8 1008 244  1.9 5  4.9  90    0    0 289 -339  0
3786500 2716500  2 13  7   3.3 1008 234  2.1 5  4.7  91    0    0 279 -338  0
3786500 2716500  2 13  8   3.3 1008 205  3.2 4  4.4  91    0    0 269 -338  0
3786500 2716500  2 13  9   3.8 1008 141  2.5 4  4.4  89   11   39 263 -337  0
3786500 2716500  2 13 10   5.6 1008 139  2.3 4  4.6  86   40  106 270 -338  0
3786500 2716500  2 13 11   6.8 1008 140  3.0 6  4.9  83   42  161 289 -340  0
3786500 2716500  2 13 12   7.9 1007 138  3.6 6  5.2  82   63  199 303 -343  0
3786500 2716500  2 13 13   8.3 1007 145  3.8 6  5.3  78   41  203 303 -348  0
3786500 2716500  2 13 14   8.9 1006 152  3.6 6  5.1  73   26  188 303 -353  0
3786500 2716500  2 13 15   9.6 1006 153  4.0 6  5.0  69   30  165 304 -355  0
3786500 2716500  2 13 16   8.9 1005 131  4.5 6  5.0  68   35  114 302 -355  0
3786500 2716500  2 13 17   7.9 1004 124  3.7 7  4.9  72   20   53 301 -352  0
3786500 2716500  2 13 18   7.3 1004 123  3.1 7  4.9  75    0    2 300 -345  0
3786500 2716500  2 13 19   7.7 1004 125  2.7 8  4.8  74    0    0 299 -339  0
3786500 2716500  2 13 20   7.4 1004 128  3.2 8  4.8  74    0    0 300 -335  0
3786500 2716500  2 13 21   7.4 1003 131  3.1 8  4.8  74    0    0 299 -333  0
3786500 2716500  2 13 22   7.0 1003 124  3.1 8  4.8  75    0    0 298 -332  0
3786500 2716500  2 13 23   7.0 1003 126  3.2 8  4.7  75    0    0 299 -331  0
3786500 2716500  2 13 24   6.9 1003 132  3.5 8  4.8  76    0    0 300 -330  0
3786500 2716500  2 14  1   6.5 1003 120  4.0 7  4.7  76    0    0 296 -330  0
3786500 2716500  2 14  2   6.1 1003 135  4.0 6  4.6  77    0    0 289 -329  0
3786500 2716500  2 14  3   5.8 1002 134  4.0 6  4.6  78    0    0 285 -329  0
3786500 2716500  2 14  4   5.8 1002 135  3.5 6  4.6  79    0    0 287 -328  0
3786500 2716500  2 14  5   5.6 1001 132  4.0 6  4.6  80    0    0 289 -328  0
3786500 2716500  2 14  6   5.2 1001 134  4.2 6  4.6  81    0    0 290 -328  0
3786500 2716500  2 14  7   5.1 1001 135  4.4 5  4.5  81    0    0 286 -327  0
3786500 2716500  2 14  8   5.1 1001 136  4.2 5  4.5  82    0    0 284 -325  0
3786500 2716500  2 14  9   5.5 1001 133  4.3 6  4.5  81   14   43 291 -325  0
3786500 2716500  2 14 10   6.4 1001 133  4.6 5  4.7  79   39  111 294 -327  0
3786500 2716500  2 14 11   7.8 1001 132  4.6 5  4.9  76   64  168 293 -332  0
3786500 2716500  2 14 12   8.8 1002 140  4.5 6  4.9  72   52  202 304 -340  0
3786500 2716500  2 14 13   8.8 1002 142  4.1 7  4.9  69    0  128 317 -347  0
3786500 2716500  2 14 14   9.0 1001 146  3.4 7  5.0  70    1  124 324 -353  0
3786500 2716500  2 14 15   8.7 1001 146  3.4 7  5.2  72    0   96 324 -355  0
3786500 2716500  2 14 16   8.5 1001 152  2.8 7  5.2  74    0   51 325 -354  0
3786500 2716500  2 14 17   8.3 1001 147  2.2 8  5.4  78    0   29 330 -352  0
3786500 2716500  2 14 18   8.1 1001 147  2.1 7  5.4  79    0    1 329 -350  0
3786500 2716500  2 14 19   7.5 1000 215  1.2 8  5.5  82    0    0 327 -348  0
3786500 2716500  2 14 20   7.2 1000 301  1.0 8  5.7  88    0    0 330 -347  0
3786500 2716500  2 14 21   6.9 1000  64  1.5 8  5.7  90    0    0 328 -347  0
3786500 2716500  2 14 22   6.8 1000 254  1.3 8  5.6  89    0    0 327 -346  0
3786500 2716500  2 14 23   6.6 1000 315  2.3 8  5.4  87    0    0 327 -346  0
3786500 2716500  2 14 24   6.2  999 289  2.7 8  5.2  86    0    0 327 -345  0
3786500 2716500  2 15  1   5.7  999 277  2.3 8  5.2  88    0    0 327 -344  0
3786500 2716500  2 15  2   5.3  999 271  2.0 8  5.1  90    0    0 326 -344  0
3786500 2716500  2 15  3   4.6  999 299  0.9 8  5.0  90    0    0 323 -343  0
3786500 2716500  2 15  4   4.5  999 136  1.0 8  4.8  91    0    0 320 -343  0
3786500 2716500  2 15  5   4.9  998 158  1.2 7  4.9  91    0    0 312 -342  0
3786500 2716500  2 15  6   4.1  998 158  1.6 7  4.9  92    0    0 302 -341  0
3786500 2716500  2 15  7   3.8  998 149  1.5 5  4.7  92    0    0 283 -340  0
3786500 2716500  2 15  8   3.6  997 135  2.1 5  4.6  92    0    3 263 -338  0
3786500 2716500  2 15  9   4.6  997 132  2.3 6  4.7  91    3   38 270 -335  0
3786500 2716500  2 15 10   4.8  997 136  2.9 5  4.8  88   33  103 272 -334  0
3786500 2716500  2 15 11   6.3  997 142  2.7 4  4.9  85  107  150 257 -337  0
3786500 2716500  2 15 12   6.5  996 156  3.1 7  4.9  81   14  170 275 -345  0
3786500 2716500  2 15 13   6.9  996 132  3.3 7  4.9  79    0  137 300 -352  0
3786500 2716500  2 15 14   7.7  995 141  3.1 6  4.9  76    7  153 294 -355  0
3786500 2716500  2 15 15   8.3  994 176  3.4 7  5.0  74    0  106 295 -355  0
3786500 2716500  2 15 16   8.3  994 175  4.0 7  5.0  72    0   57 305 -352  0
3786500 2716500  2 15 17   7.2  993 163  4.2 7  4.9  74    0   28 303 -351  0
3786500 2716500  2 15 18   6.4  993 154  3.9 8  5.0  80    0    5 310 -349  0
3786500 2716500  2 15 19   5.8  993 154  4.4 8  5.1  85    0    0 319 -347  0
3786500 2716500  2 15 20   5.5  993 143  5.3 8  4.9  85    0    0 318 -347  0
3786500 2716500  2 15 21   5.4  993 146  4.5 7  4.8  85    0    0 306 -346  0
3786500 2716500  2 15 22   5.6  993 143  4.8 7  4.8  84    0    0 294 -346  0
3786500 2716500  2 15 23   5.2  993 143  4.1 5  4.8  84    0    0 271 -345  0
3786500 2716500  2 15 24   5.6  993 149  4.3 4  4.7  83    0    0 242 -345  0
3786500 2716500  2 16  1   5.7  993 145  4.6 5  4.5  78    0    0 248 -344  0
3786500 2716500  2 16  2   6.0  993 148  4.3 6  4.3  74    0    0 271 -344  0
3786500 2716500  2 16  3   6.2  993 148  3.9 7  4.4  73    0    0 293 -344  0
3786500 2716500  2 16  4   6.2  993 155  3.6 7  4.3  72    0    0 303 -342  0
3786500 2716500  2 16  5   6.0  993 150  3.1 7  4.3  73    0    0 304 -341  0
3786500 2716500  2 16  6   6.0  993 144  3.0 6  4.3  72    0    0 297 -340  0
3786500 2716500  2 16  7   5.7  994 132  2.8 5  4.2  72    0    0 277 -339  0
3786500 2716500  2 16  8   5.2  994 142  2.8 5  4.2  73    0    5 264 -338  0
3786500 2716500  2 16  9   5.5  994 136  3.0 5  4.3  75   21   44 263 -337  0
3786500 2716500  2 16 10   6.4  995 133  3.6 4  4.5  76   96   91 261 -339  0
3786500 2716500  2 16 11   7.8  995 143  3.3 3  4.6  72  217   99 259 -342  0
3786500 2716500  2 16 12   9.8  996 154  3.3 2  4.6  64  277  114 254 -347  0
3786500 2716500  2 16 13   9.6  996 163  3.0 3  4.6  60  208  167 259 -351  0
3786500 2716500  2 16 14   9.9  995 139  2.5 3  4.7  61  260  133 266 -356  0
3786500 2716500  2 16 15  10.3  995 157  2.3 2  4.6  59  227  113 262 -358  0
3786500 2716500  2 16 16  10.5  995 154  2.6 2  4.6  57  124  100 259 -358  0
3786500 2716500  2 16 17   9.4  995 122  2.0 2  4.6  59   63   56 259 -355  0
3786500 2716500  2 16 18   7.8  995 110  2.3 3  4.6  65    1   10 263 -349  0
3786500 2716500  2 16 19   6.3  995 107  1.7 5  4.5  71    0    0 273 -343  0
3786500 2716500  2 16 20   7.9  995 114  2.2 5  4.4  69    0    0 284 -339  0
3786500 2716500  2 16 21   7.7  996 102  2.4 6  4.3  64    0    0 293 -335  0
3786500 2716500  2 16 22   6.1  996  85  1.9 6  4.2  67    0    0 296 -332  0
3786500 2716500  2 16 23   5.3  996  74  1.3 4  4.1  72    0    0 280 -328  0
3786500 2716500  2 16 24   3.5  996  42  1.6 3  4.0  75    0    0 259 -325  0
3786500 2716500  2 17  1   2.6  996  87  1.6 3  4.0  83    0    0 251 -324  0
3786500 2716500  2 17  2   1.6  996  70  1.3 2  4.0  88    0    0 241 -325  0
3786500 2716500  2 17  3   1.1  996   8  1.3 1  3.8  89    0    0 228 -324  0
3786500 2716500  2 17  4   1.9  996  44  1.6 0  3.9  90    0    0 217 -321  0
3786500 2716500  2 17  5   1.2  996   1  1.9 0  3.9  90    0    0 210 -319  0
3786500 2716500  2 17  6   1.2  997 345  2.3 0  3.8  90    0    0 207 -318  0
3786500 2716500  2 17  7   1.4  997  11  2.3 2  3.8  89    0    0 218 -318  0
3786500 2716500  2 17  8   1.8  997  35  2.2 3  3.8  88    0    6 236 -321  0
3786500 2716500  2 17  9   2.4  998  51  2.5 2  4.0  88   26   49 237 -325  0
