     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
*** 
4223500 2680500  3 28 15   9.5  947 224  3.5 8  5.7  70   28  248 322 -322  2
4223500 2680500  3 28 16   9.8  947 231  3.4 7  5.6  70   57  223 324 -322  2
4223500 2680500  3 28 17   9.2  947 223  3.6 4  5.5  69   74  162 307 -322  2
4223500 2680500  3 28 18   8.9  946 221  3.3 7  5.4  70   10   62 303 -322  2
4223500 2680500  3 28 19   8.0  946 212  2.6 7  5.3  72    0    0 313 -322  2
4223500 2680500  3 28 20   7.5  947 218  3.2 7  5.3  76    0    0 310 -322  2
4223500 2680500  3 28 21   6.9  947 222  2.6 7  5.3  78    0    0 309 -322  2
4223500 2680500  3 28 22   6.4  947 237  3.1 6  5.1  79    0    0 302 -322  2
4223500 2680500  3 28 23   6.3  947 237  3.3 7  5.0  78    0    0 300 -322  2
4223500 2680500  3 28 24   6.4  947 222  3.2 8  4.8  76    0    0 310 -322  2
4223500 2680500  3 29  1   6.3  947 245  6.9 7  4.9  77    0    0 310 -322  2
4223500 2680500  3 29  2   6.2  947 253  6.0 8  5.0  79    0    0 310 -322  2
4223500 2680500  3 29  3   5.8  947 243  5.3 8  5.0  81    0    0 315 -323  2
4223500 2680500  3 29  4   5.4  947 239  5.1 8  5.0  82    0    0 313 -324  2
4223500 2680500  3 29  5   5.1  947 243  5.2 8  5.0  84    0    0 312 -323  2
4223500 2680500  3 29  6   4.7  947 254  5.3 8  5.0  87    0    0 310 -323  2
4223500 2680500  3 29  7   4.4  948 258  4.7 8  5.0  89    0    6 309 -325  2
4223500 2680500  3 29  8   4.7  948 259  5.5 6  5.0  89   29   98 297 -329  2
4223500 2680500  3 29  9   5.7  949 275  6.0 5  4.9  84  118  190 283 -335  2
4223500 2680500  3 29 10   5.9  950 269  5.8 6  4.9  80  101  266 286 -342  2
4223500 2680500  3 29 11   6.8  950 259  6.5 5  4.7  74  197  324 289 -348  2
4223500 2680500  3 29 12   6.7  950 262  5.8 4  4.4  67  320  339 282 -354  2
4223500 2680500  3 29 13   7.5  950 248  7.3 3  4.3  65  234  366 274 -356  2
4223500 2680500  3 29 14   8.6  951 264  7.6 4  4.3  60  133  346 277 -359  2
4223500 2680500  3 29 15   8.4  951 264  7.3 8  4.3  59    8  212 300 -362  2
4223500 2680500  3 29 16   8.2  951 260  5.6 6  4.5  63    2  143 307 -360  2
4223500 2680500  3 29 17   6.7  951 265  5.7 8  4.6  68    0   73 303 -356  2
4223500 2680500  3 29 18   5.1  952 268  6.2 6  4.8  78    0   29 299 -350  2
4223500 2680500  3 29 19   5.1  953 248  3.3 7  4.9  85    0    0 294 -345  2
4223500 2680500  3 29 20   5.2  953 241  2.6 7  5.0  86    0    0 300 -342  2
4223500 2680500  3 29 21   4.9  954 244  3.0 8  5.1  88    0    0 305 -340  2
4223500 2680500  3 29 22   4.7  955 270  2.0 7  5.0  89    0    0 305 -339  2
4223500 2680500  3 29 23   4.7  956 237  3.0 7  5.0  89    0    0 301 -338  2
4223500 2680500  3 29 24   4.9  956 225  2.9 6  5.1  89    0    0 296 -334  2
4223500 2680500  3 30  1   4.8  956 233  2.9 8  5.1  89    0    0 303 -331  2
4223500 2680500  3 30  2   4.9  956 246  3.0 8  5.1  90    0    0 316 -329  2
4223500 2680500  3 30  3   5.1  956 234  3.6 8  5.1  89    0    0 317 -329  2
4223500 2680500  3 30  4   4.9  956 243  3.9 8  5.1  89    0    0 318 -329  2
4223500 2680500  3 30  5   4.8  956 211  2.8 7  5.0  88    0    0 311 -328  2
4223500 2680500  3 30  6   4.5  956 220  3.5 5  4.9  87    0    0 292 -331  2
4223500 2680500  3 30  7   5.1  956 183  3.3 5  4.8  85   11   30 280 -334  2
4223500 2680500  3 30  8   6.1  955 203  4.2 5  4.9  82   89  112 282 -337  2
4223500 2680500  3 30  9   7.0  954 211  4.5 7  5.0  79   53  176 299 -341  2
4223500 2680500  3 30 10   7.9  953 209  5.0 5  5.1  75  100  254 301 -346  2
4223500 2680500  3 30 11   7.9  953 203  5.9 6  5.1  73  119  307 297 -350  2
4223500 2680500  3 30 12   7.5  952 212  6.9 5  5.2  74  100  334 297 -353  2
4223500 2680500  3 30 13   7.2  951 198  7.0 6  5.2  77    9  244 299 -356  2
4223500 2680500  3 30 14   8.2  951 222  8.1 6  5.5  79    3  210 310 -358  2
4223500 2680500  3 30 15   8.3  950 229  8.0 7  5.6  78    0  139 319 -360  2
4223500 2680500  3 30 16   8.5  950 239  7.2 6  5.7  78   15  182 321 -358  2
4223500 2680500  3 30 17   8.1  950 239  6.4 4  5.9  81   39  149 303 -356  2
4223500 2680500  3 30 18   8.6  950 235  6.1 7  6.0  83   19   67 310 -354  2
4223500 2680500  3 30 19   8.6  950 238  5.4 7  6.2  83    0    1 329 -354  2
4223500 2680500  3 30 20   8.4  950 231  5.1 7  6.3  85    0    0 328 -354  2
4223500 2680500  3 30 21   9.0  950 223  5.4 8  6.5  87    0    0 334 -354  2
4223500 2680500  3 30 22   8.8  949 221  6.2 7  6.6  88    0    0 335 -355  2
4223500 2680500  3 30 23   8.4  949 221  5.3 7  6.7  90    0    0 326 -356  2
4223500 2680500  3 30 24   8.4  949 208  4.1 8  6.8  92    0    0 333 -356  2
4223500 2680500  3 31  1   7.8  948 210  4.6 8  6.8  95    0    0 339 -357  2
4223500 2680500  3 31  2   8.5  947 218  5.7 8  6.8  94    0    0 340 -357  2
4223500 2680500  3 31  3   9.0  946 225  5.2 8  6.9  92    0    0 343 -357  2
4223500 2680500  3 31  4   8.1  945 263  4.7 8  6.9  93    0    0 343 -358  2
4223500 2680500  3 31  5   8.3  946 263  4.4 8  6.9  95    0    0 342 -359  2
4223500 2680500  3 31  6   8.7  946 258  7.0 8  6.9  92    0    0 343 -360  2
4223500 2680500  3 31  7   8.5  947 247  6.9 5  6.7  90    2   22 324 -360  2
4223500 2680500  3 31  8   9.0  948 239  6.1 6  6.6  88   52  124 314 -359  2
4223500 2680500  3 31  9   9.0  948 249  6.2 6  6.6  87   71  202 322 -359  2
4223500 2680500  3 31 10   7.8  948 237  5.8 6  6.4  88   11  208 321 -358  2
4223500 2680500  3 31 11   9.1  949 247  7.1 3  6.3  86  267  363 307 -360  2
4223500 2680500  3 31 12   9.8  949 244  8.1 3  6.4  82  352  418 298 -368  2
4223500 2680500  3 31 13  10.5  949 244  8.2 3  6.4  78  344  414 300 -372  2
4223500 2680500  3 31 14   9.7  949 248  9.9 3  6.4  78  234  381 299 -369  2
4223500 2680500  3 31 15  10.5  949 253  8.2 3  6.5  79  154  337 299 -371  2
4223500 2680500  3 31 16  10.8  950 256  5.4 4  6.6  78   25  211 304 -371  2
4223500 2680500  3 31 17   9.9  951 253  7.0 7  6.6  79   22  152 317 -367  2
4223500 2680500  3 31 18   8.9  951 240  7.4 7  6.6  84    0   39 325 -363  2
4223500 2680500  3 31 19   8.6  951 251  7.3 6  6.7  89    0    1 320 -360  2
4223500 2680500  3 31 20   8.7  952 254  7.1 6  6.5  87    0    0 315 -359  2
4223500 2680500  3 31 21   8.2  953 251  6.2 5  6.3  86    0    0 310 -357  2
4223500 2680500  3 31 22   7.9  953 246  5.5 3  6.1  86    0    0 295 -356  2
4223500 2680500  3 31 23   8.1  953 248  5.5 5  6.0  85    0    0 294 -355  2
4223500 2680500  3 31 24   8.1  954 255  4.8 6  6.0  84    0    0 306 -354  2
4223500 2680500  4  1  1   8.0  954 243  5.5 7  5.9  84    0    0 318 -354  2
4223500 2680500  4  1  2   7.7  954 254  5.5 7  5.9  83    0    0 317 -352  2
4223500 2680500  4  1  3   6.9  954 257  4.3 8  5.8  85    0    0 321 -350  2
4223500 2680500  4  1  4   6.7  955 243  3.1 6  5.8  88    0    0 313 -350  2
4223500 2680500  4  1  5   6.6  955 248  3.6 5  5.7  89    0    0 297 -350  2
4223500 2680500  4  1  6   6.3  955 237  3.9 4  5.7  89    0    3 284 -350  2
4223500 2680500  4  1  7   7.1  955 238  3.1 5  5.8  89    3   34 284 -350  2
4223500 2680500  4  1  8   7.8  955 229  2.7 6  5.9  87   49   99 297 -351  2
4223500 2680500  4  1  9   9.7  955 236  5.8 7  6.1  81   85  164 312 -355  2
4223500 2680500  4  1 10  10.7  955 244  5.6 6  6.2  76  166  207 316 -361  2
4223500 2680500  4  1 11  11.3  955 244  6.5 6  6.3  72   74  261 313 -366  2
4223500 2680500  4  1 12  11.7  955 242  6.2 7  6.3  70   20  258 319 -373  2
4223500 2680500  4  1 13  11.7  955 254  7.4 6  6.3  69  129  289 317 -383  2
4223500 2680500  4  1 14  12.2  955 245  7.6 5  6.1  66  140  274 308 -387  2
4223500 2680500  4  1 15  11.9  954 248  7.5 6  5.9  63   52  234 306 -385  2
4223500 2680500  4  1 16   9.6  953 237  7.9 8  5.9  69    2  135 316 -383  2
4223500 2680500  4  1 17  10.2  953 235  3.9 8  6.0  75    0   72 323 -380  2
4223500 2680500  4  1 18  10.6  953 242  3.7 8  6.2  74    0   37 325 -375  2
4223500 2680500  4  1 19  10.0  953 232  3.7 7  6.3  76    0    5 321 -368  2
4223500 2680500  4  1 20   9.2  954 220  2.6 7  6.3  80    0    0 315 -361  2
4223500 2680500  4  1 21   8.7  954 232  4.3 6  6.2  82    0    0 310 -357  2
4223500 2680500  4  1 22   8.3  954 238  3.4 3  6.1  83    0    0 291 -356  2
4223500 2680500  4  1 23   7.8  953 224  2.3 3  6.1  85    0    0 275 -356  2
4223500 2680500  4  1 24   7.6  954 248  4.1 8  6.1  87    0    0 300 -355  2
4223500 2680500  4  2  1   6.8  955 241  4.2 8  6.0  89    0    0 326 -353  2
4223500 2680500  4  2  2   6.1  955 257  4.2 6  5.7  90    0    0 313 -353  2
4223500 2680500  4  2  3   5.7  955 241  4.0 5  5.6  91    0    0 295 -353  2
4223500 2680500  4  2  4   5.5  955 228  3.4 1  5.5  91    0    0 267 -353  2
4223500 2680500  4  2  5   5.2  956 231  2.6 4  5.4  92    0    0 261 -349  2
4223500 2680500  4  2  6   5.4  956 230  2.4 5  5.3  90    0    1 283 -348  2
4223500 2680500  4  2  7   6.1  956 225  3.9 6  5.3  88    4   36 295 -349  2
4223500 2680500  4  2  8   7.3  956 215  3.6 6  5.5  85   20  102 303 -352  2
4223500 2680500  4  2  9   8.6  956 230  5.2 4  5.8  82  206  132 296 -359  2
4223500 2680500  4  2 10  10.7  957 238  4.8 3  5.5  70  472   96 283 -368  2
4223500 2680500  4  2 11  11.7  956 236  5.5 3  5.2  59  629   55 281 -374  2
4223500 2680500  4  2 12  12.8  956 224  5.5 3  5.1  55  625   84 284 -379  2
4223500 2680500  4  2 13  13.1  955 232  6.8 3  5.0  51  188  296 287 -388  2
4223500 2680500  4  2 14  12.9  955 241  7.1 5  5.1  52   24  249 296 -392  2
4223500 2680500  4  2 15  13.7  954 229  6.2 5  5.2  52  141  255 304 -393  2
4223500 2680500  4  2 16  13.6  954 223  6.0 5  5.2  50  117  206 303 -391  2
4223500 2680500  4  2 17  10.6  953 264  3.3 5  5.6  60   41  146 299 -384  2
4223500 2680500  4  2 18   9.8  953 203  5.0 6  6.0  72   19   78 298 -374  2
4223500 2680500  4  2 19   8.9  953 217  4.7 7  6.0  77    0    2 305 -366  2
4223500 2680500  4  2 20   9.0  953 219  4.2 6  6.1  81    0    0 304 -358  2
4223500 2680500  4  2 21   8.4  954 220  4.0 8  6.0  81    0    0 309 -354  2
4223500 2680500  4  2 22   8.2  953 237  5.6 8  6.0  83    0    0 319 -353  2
4223500 2680500  4  2 23   7.3  953 253  3.9 8  6.1  87    0    0 320 -351  2
4223500 2680500  4  2 24   6.7  954 260  3.3 7  6.0  90    0    0 313 -349  2
4223500 2680500  4  3  1   6.2  955 248  3.2 7  5.9  92    0    0 307 -347  2
4223500 2680500  4  3  2   5.3  955 242  3.4 5  5.6  92    0    0 295 -347  2
4223500 2680500  4  3  3   5.4  955 231  3.9 3  5.3  89    0    0 275 -348  2
4223500 2680500  4  3  4   5.1  955 212  4.2 5  5.1  87    0    0 274 -350  2
4223500 2680500  4  3  5   5.5  955 218  3.4 6  4.9  84    0    0 288 -352  2
4223500 2680500  4  3  6   5.3  955 233  4.5 7  4.9  83    0    4 299 -353  2
4223500 2680500  4  3  7   5.6  955 225  4.5 6  5.0  84   15   39 301 -353  2
4223500 2680500  4  3  8   6.3  955 227  5.8 4  5.2  84   75  105 288 -354  2
4223500 2680500  4  3  9   7.4  955 240  8.3 3  5.3  80  303  104 275 -358  2
4223500 2680500  4  3 10   7.9  955 243  8.6 3  4.9  71  324  172 271 -364  2
4223500 2680500  4  3 11   8.3  955 246 10.2 4  4.5  64  302  244 281 -369  2
4223500 2680500  4  3 12   9.2  955 228 11.9 4  4.4  60  128  311 291 -372  2
4223500 2680500  4  3 13   9.0  955 259  9.6 7  4.4  58    0  181 305 -371  2
4223500 2680500  4  3 14   9.5  956 244  9.6 6  4.5  58    7  221 311 -372  2
4223500 2680500  4  3 15   6.8  955 259  8.9 7  4.8  67    0  151 304 -375  2
4223500 2680500  4  3 16   6.3  956 273  9.0 8  5.0  78    0   92 306 -373  2
4223500 2680500  4  3 17   6.0  956 271  7.4 8  4.8  77    0   49 306 -369  2
4223500 2680500  4  3 18   5.4  956 274  6.4 8  4.8  79    0   30 305 -362  2
4223500 2680500  4  3 19   4.9  957 298  6.9 8  4.7  80    0    1 304 -356  2
4223500 2680500  4  3 20   4.3  957 301  7.1 8  4.5  80    0    0 302 -352  2
4223500 2680500  4  3 21   3.5  958 261  4.7 5  4.3  81    0    0 287 -349  2
4223500 2680500  4  3 22   3.0  959 243  2.8 8  4.2  83    0    0 285 -347  2
4223500 2680500  4  3 23   3.1  959 295  3.4 8  4.2  84    0    0 299 -345  2
4223500 2680500  4  3 24   3.1  959 284  4.5 6  4.1  82    0    0 289 -344  2
4223500 2680500  4  4  1   2.8  959 276  6.3 8  4.0  82    0    0 286 -342  2
4223500 2680500  4  4  2   1.8  959 271  5.2 4  3.9  83    0    0 274 -338  2
4223500 2680500  4  4  3   0.7  959 254  3.4 2  3.7  85    0    0 243 -333  2
4223500 2680500  4  4  4   0.6  958 241  2.8 2  3.6  87    0    0 232 -329  2
4223500 2680500  4  4  5   0.5  957 234  2.4 2  3.6  86    0    0 231 -325  2
4223500 2680500  4  4  6   1.2  958 215  2.1 5  3.5  83    0    1 242 -322  2
4223500 2680500  4  4  7   2.0  958 207  2.7 6  3.5  78    0   29 260 -321  2
4223500 2680500  4  4  8   2.0  957 218  3.9 6  3.7  80    3   91 264 -321  2
4223500 2680500  4  4  9   3.7  957 218  3.9 7  4.0  82   64  190 270 -328  2
4223500 2680500  4  4 10   4.0  957 234  4.9 4  4.2  79  151  255 262 -336  2
4223500 2680500  4  4 11   4.6  956 257  5.5 6  4.1  75   32  271 258 -345  2
4223500 2680500  4  4 12   3.7  956 234  4.2 8  4.1  76    0  160 275 -352  2
4223500 2680500  4  4 13   3.6  956 237  4.3 7  4.1  79   13  261 278 -355  2
4223500 2680500  4  4 14   2.8  956 275  4.7 8  3.9  78    0  120 277 -358  2
4223500 2680500  4  4 15   3.3  955 235  5.6 6  3.8  76    2  184 271 -361  2
4223500 2680500  4  4 16   5.0  955 253  4.0 3  3.8  70  205  220 255 -357  2
4223500 2680500  4  4 17   5.2  956 265  5.8 3  3.7  64  126  161 243 -352  2
4223500 2680500  4  4 18   5.0  955 248  3.8 4  3.5  61   32   90 244 -347  2
4223500 2680500  4  4 19   3.4  954 307  2.9 5  3.4  63    0    7 248 -339  2
4223500 2680500  4  4 20   2.6  955 268  2.3 4  3.4  68    0    0 246 -333  2
4223500 2680500  4  4 21   1.9  955 266  2.0 4  3.4  72    0    0 231 -327  2
4223500 2680500  4  4 22   1.4  955 255  1.8 4  3.4  75    0    0 222 -322  2
4223500 2680500  4  4 23   1.8  955 252  2.2 4  3.6  77    0    0 231 -320  2
4223500 2680500  4  4 24   2.5  955 247  2.6 5  3.8  78    0    0 244 -320  2
4223500 2680500  4  5  1   3.5  959 246  3.1 5  4.2  79    0    0 291 -329  2
4223500 2680500  4  5  2   4.3  959 246  3.4 6  4.4  80    0    0 277 -328  2
4223500 2680500  4  5  3   4.9  959 250  3.8 6  4.6  81    0    0 276 -328  2
4223500 2680500  4  5  4   4.7  960 257  3.9 6  4.6  82    0    0 284 -327  2
4223500 2680500  4  5  5   4.8  960 265  4.3 7  4.6  82    0    0 287 -325  2
4223500 2680500  4  5  6   4.8  961 278  5.0 8  4.7  84    0    1 296 -323  2
4223500 2680500  4  5  7   4.8  962 287  3.8 7  4.8  85    0   21 297 -323  2
4223500 2680500  4  5  8   4.5  963 292  4.5 7  4.9  88    0   61 293 -327  2
4223500 2680500  4  5  9   4.2  963 298  5.9 8  4.9  89    0   83 298 -332  2
4223500 2680500  4  5 10   4.5  964 298  4.7 8  4.8  87    0  109 305 -339  2
4223500 2680500  4  5 11   5.3  965 290  4.6 8  4.7  84    0  128 308 -347  2
4223500 2680500  4  5 12   5.6  966 300  4.9 8  4.7  79    0  153 311 -352  2
4223500 2680500  4  5 13   6.1  966 294  5.5 6  4.5  74    3  225 300 -359  2
4223500 2680500  4  5 14   6.7  966 288  5.6 7  4.3  68   28  258 294 -366  2
4223500 2680500  4  5 15   7.1  967 304  5.6 5  4.2  64  123  247 289 -366  2
4223500 2680500  4  5 16   6.9  967 317  5.2 4  4.1  63  278  137 273 -364  2
4223500 2680500  4  5 17   7.0  967 277  4.0 6  4.0  61  162  112 278 -360  2
4223500 2680500  4  5 18   6.6  967 320  3.4 4  4.0  62   22   77 279 -355  2
4223500 2680500  4  5 19   4.8  968 301  2.2 3  4.0  68    5   16 263 -349  2
4223500 2680500  4  5 20   4.0  968 310  1.2 3  4.0  73    0    0 254 -343  2
4223500 2680500  4  5 21   3.2  969 252  1.0 1  3.9  76    0    0 242 -341  2
4223500 2680500  4  5 22   2.2  969 229  1.5 2  3.9  80    0    0 234 -341  2
4223500 2680500  4  5 23   2.7  969 230  1.0 3  3.9  82    0    0 245 -341  2
4223500 2680500  4  5 24   1.9  969 241  1.8 4  3.8  82    0    0 255 -341  2
4223500 2680500  4  6  1   2.3  969 251  2.2 4  3.8  83    0    0 261 -341  2
4223500 2680500  4  6  2   2.6  969 238  2.5 4  3.9  82    0    0 262 -340  2
4223500 2680500  4  6  3   2.5  969 246  2.5 5  3.9  81    0    0 268 -341  2
4223500 2680500  4  6  4   2.2  969 246  1.9 4  3.8  81    0    0 268 -341  2
4223500 2680500  4  6  5   2.3  969 241  1.9 5  3.8  82    0    0 268 -341  2
4223500 2680500  4  6  6   2.8  969 228  1.4 5  3.9  82    0    1 275 -340  2
4223500 2680500  4  6  7   3.1  969 229  2.4 7  4.0  82    0   22 286 -341  2
4223500 2680500  4  6  8   4.6  970 158  1.4 8  4.1  78    0   67 304 -344  2
4223500 2680500  4  6  9   5.8  970 148  1.4 8  4.2  73    0  136 313 -352  2
4223500 2680500  4  6 10   7.5  970 172  1.6 7  3.9  61   55  247 310 -363  2
4223500 2680500  4  6 11   8.9  970 129  2.0 6  3.4  49  165  300 302 -376  2
4223500 2680500  4  6 12  10.0  970 134  1.9 4  3.4  44  392  250 291 -388  2
4223500 2680500  4  6 13  11.0  969 176  1.4 2  3.4  42  471  222 276 -397  2
4223500 2680500  4  6 14  10.1  969  11  1.9 3  3.4  41  366  252 273 -403  2
4223500 2680500  4  6 15  11.2  968  12  1.9 3  3.4  41  317  227 279 -404  2
4223500 2680500  4  6 16  10.5  968  15  2.0 2  3.4  40  289  170 275 -401  2
4223500 2680500  4  6 17  10.8  968  83  2.3 2  3.4  40  180  133 271 -391  2
4223500 2680500  4  6 18  10.0  967  93  2.5 2  3.5  42   57   84 271 -379  2
4223500 2680500  4  6 19   8.1  967  91  2.7 2  3.5  47    0   14 268 -367  2
4223500 2680500  4  6 20   6.0  966 118  2.5 2  3.6  55    0    0 263 -355  2
4223500 2680500  4  6 21   5.0  967  99  2.1 1  3.6  60    0    0 254 -347  2
4223500 2680500  4  6 22   4.6  967 119  1.9 1  3.5  63    0    0 247 -343  2
4223500 2680500  4  6 23   4.0  967 125  2.5 0  3.5  64    0    0 241 -341  2
4223500 2680500  4  6 24   4.6  967 142  3.3 0  3.4  63    0    0 236 -339  2
4223500 2680500  4  7  1   3.7  967 138  3.2 0  3.4  64    0    0 236 -338  2
4223500 2680500  4  7  2   4.0  966 141  4.4 0  3.5  67    0    0 235 -337  2
4223500 2680500  4  7  3   3.4  966 143  4.2 0  3.5  68    0    0 235 -335  2
4223500 2680500  4  7  4   2.7  966 136  3.8 0  3.5  72    0    0 232 -335  2
4223500 2680500  4  7  5   2.4  965 142  3.8 0  3.5  74    0    0 231 -334  2
4223500 2680500  4  7  6   2.0  965 132  4.4 0  3.5  76    2    8 229 -333  2
4223500 2680500  4  7  7   3.6  965 124  3.5 0  3.6  74   63   44 231 -334  2
4223500 2680500  4  7  8   5.8  966 141  4.2 0  3.7  67  211   65 234 -340  2
4223500 2680500  4  7  9   8.0  965 145  5.3 0  3.7  57  361   79 238 -351  2
4223500 2680500  4  7 10   9.2  966 150  5.7 1  3.5  49  511   67 246 -365  2
4223500 2680500  4  7 11  10.3  966 158  4.6 0  3.3  42  615   67 248 -377  2
4223500 2680500  4  7 12  11.6  966 142  4.5 0  3.2  38  662   76 247 -388  2
4223500 2680500  4  7 13  13.0  966 141  3.6 0  3.2  34  648   94 252 -397  2
4223500 2680500  4  7 14  13.1  965 124  4.0 0  2.9  30  581  112 254 -403  2
4223500 2680500  4  7 15  13.5  965 124  4.1 0  2.8  28  488  117 256 -405  2
4223500 2680500  4  7 16  13.9  964 150  3.7 0  2.8  28  365  114 257 -399  2
4223500 2680500  4  7 17  13.7  964 134  4.0 0  3.0  29  215  105 258 -389  2
4223500 2680500  4  7 18  12.6  963 143  3.1 0  3.1  31   74   75 256 -376  2
4223500 2680500  4  7 19  10.5  963 102  2.3 0  3.0  34    1   16 253 -364  2
4223500 2680500  4  7 20   8.8  963 124  2.3 1  3.1  39    0    0 252 -353  2
4223500 2680500  4  7 21   8.4  963 112  2.3 0  3.2  44    0    0 248 -346  2
4223500 2680500  4  7 22   8.2  964 128  2.8 0  3.3  47    0    0 244 -341  2
4223500 2680500  4  7 23   7.9  964 146  4.0 0  3.5  50    0    0 244 -339  2
4223500 2680500  4  7 24   7.5  964 152  3.6 0  3.7  54    0    0 244 -337  2
4223500 2680500  4  8  1   7.0  964 150  4.0 0  3.9  58    0    0 243 -335  2
4223500 2680500  4  8  2   6.6  964 125  3.2 0  4.0  61    0    0 242 -334  2
4223500 2680500  4  8  3   5.5  963 169  2.7 0  3.9  64    0    0 240 -333  2
4223500 2680500  4  8  4   5.4  963 142  2.7 0  3.8  65    0    0 238 -331  2
4223500 2680500  4  8  5   5.6  963 172  2.5 0  3.9  66    0    0 238 -330  2
4223500 2680500  4  8  6   5.2  963 178  2.2 0  4.0  68    3    9 238 -328  2
4223500 2680500  4  8  7   7.1  964 196  1.7 2  4.1  67   62   51 247 -329  2
4223500 2680500  4  8  8   9.6  965 167  2.1 1  4.2  58  198   81 256 -336  2
4223500 2680500  4  8  9  12.1  965 153  2.6 1  4.0  48  342   98 258 -350  2
4223500 2680500  4  8 10  12.1  965 195  2.2 1  3.8  42  466  108 261 -369  2
4223500 2680500  4  8 11  14.1  966 197  1.5 2  3.4  34  554  117 266 -385  2
4223500 2680500  4  8 12  15.7  965 233  1.7 2  3.1  28  602  126 274 -396  2
4223500 2680500  4  8 13  16.0  965 221  2.1 3  3.2  27  580  147 282 -406  2
4223500 2680500  4  8 14  16.9  965 326  2.7 3  3.4  28  455  199 288 -412  2
4223500 2680500  4  8 15  16.7  965 329  3.4 3  3.5  28  396  180 290 -411  2
4223500 2680500  4  8 16  16.9  965 322  3.1 3  3.5  28  334  139 290 -406  2
4223500 2680500  4  8 17  15.7  965 315  3.5 3  3.5  29  204  118 288 -396  2
4223500 2680500  4  8 18  13.8  965 306  2.8 5  3.7  34   38   87 291 -384  2
4223500 2680500  4  8 19  12.0  966 319  1.8 6  4.1  42    0    4 298 -371  2
4223500 2680500  4  8 20  10.9  966 341  2.1 6  4.3  49    0    0 298 -360  2
4223500 2680500  4  8 21  10.1  966 346  2.2 5  4.4  54    0    0 293 -352  2
4223500 2680500  4  8 22   9.3  967 325  2.8 4  4.9  62    0    0 285 -348  2
4223500 2680500  4  8 23   8.6  968 325  2.7 3  5.3  72    0    0 276 -345  2
4223500 2680500  4  8 24   7.2  968 299  2.6 3  5.4  78    0    0 270 -343  2
4223500 2680500  4  9  1   7.3  968 294  3.3 8  5.6  84    0    0 290 -343  2
4223500 2680500  4  9  2   7.4  968 287  2.8 8  5.9  88    0    0 315 -342  2
4223500 2680500  4  9  3   7.3  969 292  2.5 7  6.2  92    0    0 312 -341  2
4223500 2680500  4  9  4   7.1  969 292  2.3 7  6.3  96    0    0 307 -340  2
4223500 2680500  4  9  5   6.5  969 299  3.8 6  6.2  96    0    0 301 -338  2
4223500 2680500  4  9  6   5.6  969 301  2.9 7  5.7  93    0    3 298 -337  2
4223500 2680500  4  9  7   4.3  970 300  4.4 8  5.1  91   16   47 303 -338  2
4223500 2680500  4  9  8   4.8  971 301  2.6 6  4.8  87  148   91 296 -344  2
4223500 2680500  4  9  9   5.8  971 295  3.9 3  4.5  78  309  110 271 -354  2
4223500 2680500  4  9 10   6.5  971 297  4.0 5  4.4  72  219  229 268 -367  2
4223500 2680500  4  9 11   6.6  971 294  4.3 7  4.5  71   42  279 290 -380  2
4223500 2680500  4  9 12   7.1  971 300  3.6 8  4.6  72    9  248 309 -393  2
4223500 2680500  4  9 13   7.3  971 294  4.1 8  4.8  73    0  153 316 -401  2
4223500 2680500  4  9 14   7.6  971 291  4.2 8  4.8  71    0  163 315 -402  2
4223500 2680500  4  9 15   7.8  971 296  3.8 8  4.6  68    0  110 313 -396  2
4223500 2680500  4  9 16   7.7  970 302  4.4 8  4.6  67    6  168 310 -387  2
4223500 2680500  4  9 17   8.0  970 316  3.4 7  4.6  66    2  111 304 -379  2
4223500 2680500  4  9 18   7.8  970 317  3.1 7  4.5  66    0   57 300 -371  2
4223500 2680500  4  9 19   7.3  970 311  2.3 8  4.4  66    0   12 304 -365  2
4223500 2680500  4  9 20   6.2  970 290  1.7 8  4.3  68    0    0 307 -360  2
4223500 2680500  4  9 21   6.2  970 279  1.5 8  4.3  70    0    0 308 -356  2
4223500 2680500  4  9 22   6.1  970 287  1.7 8  4.3  70    0    0 309 -349  2
4223500 2680500  4  9 23   5.7  970 297  2.3 8  4.3  72    0    0 309 -343  2
4223500 2680500  4  9 24   5.9  970 286  1.9 8  4.4  73    0    0 308 -341  2
4223500 2680500  4 10  1   5.9  970 310  2.6 7  4.3  72    0    0 304 -339  2
4223500 2680500  4 10  2   5.4  970 326  2.9 6  4.3  72    0    0 294 -338  2
4223500 2680500  4 10  3   4.6  970 325  3.0 3  4.2  73    0    0 273 -338  2
4223500 2680500  4 10  4   3.8  970 312  3.0 5  4.0  75    0    0 266 -337  2
4223500 2680500  4 10  5   3.0  969 297  3.4 6  4.0  79    0    0 277 -337  2
4223500 2680500  4 10  6   2.9  969 305  3.6 8  4.1  83    0    2 290 -338  2
4223500 2680500  4 10  7   2.5  969 307  4.7 7  4.2  86    0   38 294 -338  2
4223500 2680500  4 10  8   2.8  969 309  3.9 7  4.2  87    1   91 291 -337  2
4223500 2680500  4 10  9   2.8  969 311  2.7 7  4.2  87    0  130 294 -337  2
4223500 2680500  4 10 10   3.6  968 307  3.7 8  4.3  86    0  124 301 -339  2
4223500 2680500  4 10 11   3.5  969 311  4.1 8  4.2  83    0  103 306 -341  2
4223500 2680500  4 10 12   3.9  969 313  4.5 7  4.2  81    0  203 300 -341  2
